accession	package	ncbiBioProjectAccession	biosampleGoldId	studyGoldId	env_broad_scale	env_broad_scale_mixs	env_broad_scale_mixs_via_obsolescence	is_biome	env_local_scale	env_local_scale_mixs	env_local_scale_mixs_via_obsolescence	is_selected_abp	env_medium	env_medium_mixs	env_medium_mixs_via_obsolescence	is_env_mat
SAMEA7724351	Generic.1.0	PRJEB42019	Gb0297473	Gs0154244	marine pelagic biome	marine pelagic biome [ENVO:01000023]	False	True	coastal water body	coastal water body [ENVO:02000049]	False	True	coastal water		False	False
SAMEA7724352	Generic.1.0	PRJEB42019	Gb0315855	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724353	Generic.1.0	PRJEB42019	Gb0315856	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724354	Generic.1.0	PRJEB42019	Gb0315563	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724355	Generic.1.0	PRJEB42019	Gb0315564	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724356	Generic.1.0	PRJEB42019	Gb0315565	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724357	Generic.1.0	PRJEB42019	Gb0315566	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724358	Generic.1.0	PRJEB42019	Gb0315567	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724359	Generic.1.0	PRJEB42019	Gb0315568	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724360	Generic.1.0	PRJEB42019	Gb0315569	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724361	Generic.1.0	PRJEB42019	Gb0315570	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724362	Generic.1.0	PRJEB42019	Gb0315571	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724363	Generic.1.0	PRJEB42019	Gb0315572	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724364	Generic.1.0	PRJEB42019	Gb0315573	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724365	Generic.1.0	PRJEB42019	Gb0315574	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724366	Generic.1.0	PRJEB42019	Gb0315575	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724367	Generic.1.0	PRJEB42019	Gb0315576	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724368	Generic.1.0	PRJEB42019	Gb0315577	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724369	Generic.1.0	PRJEB42019	Gb0315578	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724370	Generic.1.0	PRJEB42019	Gb0315657	Gs0154244	marine biome	marine biome [ENVO:00000447]	False	True	animal-associated habitat		False	False	intestine environment	intestine environment [ENVO:2100002]	False	False
SAMEA7724371	Generic.1.0	PRJEB42019	Gb0315857	Gs0154244	marine coral reef biome	marine coral reef biome [ENVO:01000049]	False	True	marine benthic feature		False	False	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724372	Generic.1.0	PRJEB42019	Gb0297474	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724373	Generic.1.0	PRJEB42019	Gb0297475	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724374	Generic.1.0	PRJEB42019	Gb0297476	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724375	Generic.1.0	PRJEB42019	Gb0297477	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724376	Generic.1.0	PRJEB42019	Gb0297478	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724377	Generic.1.0	PRJEB42019	Gb0297479	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724378	Generic.1.0	PRJEB42019	Gb0297480	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724379	Generic.1.0	PRJEB42019	Gb0297481	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724380	Generic.1.0	PRJEB42019	Gb0297482	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724381	Generic.1.0	PRJEB42019	Gb0297483	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724382	Generic.1.0	PRJEB42019	Gb0297484	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724383	Generic.1.0	PRJEB42019	Gb0297485	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724384	Generic.1.0	PRJEB42019	Gb0297486	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724385	Generic.1.0	PRJEB42019	Gb0297487	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724386	Generic.1.0	PRJEB42019	Gb0297488	Gs0154244	marine benthic biome	marine benthic biome [ENVO:01000024]	False	True	kelp forest	kelp forest [ENVO:01000058]	False	True	organic material	organic material [ENVO:01000155]	False	True
SAMEA7724387	Generic.1.0	PRJEB42019	Gb0315579	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724388	Generic.1.0	PRJEB42019	Gb0315580	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724389	Generic.1.0	PRJEB42019	Gb0315581	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724390	Generic.1.0	PRJEB42019	Gb0315582	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724391	Generic.1.0	PRJEB42019	Gb0315583	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724392	Generic.1.0	PRJEB42019	Gb0315584	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724393	Generic.1.0	PRJEB42019	Gb0315585	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724394	Generic.1.0	PRJEB42019	Gb0315586	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724395	Generic.1.0	PRJEB42019	Gb0315587	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724396	Generic.1.0	PRJEB42019	Gb0315588	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724397	Generic.1.0	PRJEB42019	Gb0315589	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724398	Generic.1.0	PRJEB42019	Gb0315590	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724399	Generic.1.0	PRJEB42019	Gb0315591	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724400	Generic.1.0	PRJEB42019	Gb0315592	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724401	Generic.1.0	PRJEB42019	Gb0315593	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724402	Generic.1.0	PRJEB42019	Gb0315594	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724403	Generic.1.0	PRJEB42019	Gb0240104	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	dune	dune [ENVO:00000170]	False	True	desert sand	desert sand [ENVO:00005800]	False	True
SAMEA7724404	Generic.1.0	PRJEB42019	Gb0240106	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	dune	dune [ENVO:00000170]	False	True	desert sand	desert sand [ENVO:00005800]	False	True
SAMEA7724405	Generic.1.0	PRJEB42019	Gb0240108	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	dune	dune [ENVO:00000170]	False	True	desert sand	desert sand [ENVO:00005800]	False	True
SAMEA7724406	Generic.1.0	PRJEB42019	Gb0240109	Gs0154244	tropical desert biome	tropical desert biome [ENVO:01000183]	False	True	dune	dune [ENVO:00000170]	False	True	desert sand	desert sand [ENVO:00005800]	False	True
SAMEA7724407	Generic.1.0	PRJEB42019	Gb0239981	Gs0154244	marine salt marsh biome	marine salt marsh biome [ENVO:01000022]	False	True	saline marsh	saline marsh [ENVO:00000054]	False	False	soil	soil [ENVO:00001998]	False	True
SAMEA7724408	Generic.1.0	PRJEB42019	Gb0315595	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724409	Generic.1.0	PRJEB42019	Gb0315596	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724410	Generic.1.0	PRJEB42019	Gb0315597	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724411	Generic.1.0	PRJEB42019	Gb0315598	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724412	Generic.1.0	PRJEB42019	Gb0315599	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724413	Generic.1.0	PRJEB42019	Gb0315600	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724414	Generic.1.0	PRJEB42019	Gb0315601	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724415	Generic.1.0	PRJEB42019	Gb0315602	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724416	Generic.1.0	PRJEB42019	Gb0315603	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724417	Generic.1.0	PRJEB42019	Gb0315604	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724418	Generic.1.0	PRJEB42019	Gb0315605	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724419	Generic.1.0	PRJEB42019	Gb0315606	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724420	Generic.1.0	PRJEB42019	Gb0315607	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724421	Generic.1.0	PRJEB42019	Gb0315608	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724422	Generic.1.0	PRJEB42019	Gb0315609	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724423	Generic.1.0	PRJEB42019	Gb0315610	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724424	Generic.1.0	PRJEB42019	Gb0315611	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724425	Generic.1.0	PRJEB42019	Gb0315612	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724426	Generic.1.0	PRJEB42019	Gb0315613	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724427	Generic.1.0	PRJEB42019	Gb0315614	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724428	Generic.1.0	PRJEB42019	Gb0315615	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724429	Generic.1.0	PRJEB42019	Gb0315616	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724430	Generic.1.0	PRJEB42019	Gb0315617	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
SAMEA7724431	Generic.1.0	PRJEB42019	Gb0315618	Gs0154244	urban biome	urban biome [ENVO:01000249]	False	True	research facility	research facility [ENVO:00000469]	False	True	sterile water	sterile water [ENVO:00005791]	False	True
